NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
MIR586	MIR586		255	-0.18577002	-0.81434226	0.67967147	0.7889974	1.0	9530	tags=37%, list=34%, signal=55%	
MIR5009_5P	MIR5009_5P		56	-0.20305403	-0.814334	0.7355372	0.788344	1.0	5031	tags=21%, list=18%, signal=26%	
MIR4690_5P	MIR4690_5P		72	-0.18753532	-0.8140686	0.7442348	0.7881808	1.0	6015	tags=25%, list=21%, signal=32%	
MIR4490	MIR4490		96	-0.17792074	-0.8139337	0.7619048	0.7877764	1.0	4874	tags=18%, list=17%, signal=21%	
MIR4429	MIR4429		287	-0.16616923	-0.8130566	0.73991936	0.78873235	1.0	5143	tags=20%, list=18%, signal=24%	
MIR3690	MIR3690		48	-0.2020835	-0.81173074	0.794	0.7905937	1.0	3661	tags=17%, list=13%, signal=19%	
MIR424_3P	MIR424_3P		34	-0.21035439	-0.8112329	0.7894737	0.7908411	1.0	4680	tags=21%, list=16%, signal=25%	
MIR512_5P	MIR512_5P		57	-0.19569016	-0.8111584	0.7820774	0.7903128	1.0	8464	tags=35%, list=30%, signal=50%	
MIR3606_3P	MIR3606_3P		344	-0.18044576	-0.81098026	0.6733871	0.78999114	1.0	5185	tags=20%, list=18%, signal=25%	
MIR8052	MIR8052		42	-0.19798575	-0.8104889	0.74549097	0.7902461	1.0	10987	tags=55%, list=39%, signal=89%	
MIR4425	MIR4425		84	-0.1728672	-0.8093256	0.8580122	0.7916389	1.0	9085	tags=36%, list=32%, signal=52%	
MIR520E_5P	MIR520E_5P		157	-0.18606958	-0.8092301	0.65794766	0.7911444	1.0	5321	tags=22%, list=19%, signal=27%	
MIR320A_3P_MIR320B_MIR320C_MIR320D	MIR320A_3P_MIR320B_MIR320C_MIR320D		288	-0.16555744	-0.80735874	0.7525355	0.7940289	1.0	5143	tags=20%, list=18%, signal=24%	
MIR501_3P_MIR502_3P	MIR501_3P_MIR502_3P		70	-0.20144147	-0.8047395	0.78936607	0.7981668	1.0	5926	tags=24%, list=21%, signal=31%	
MIR122_5P	MIR122_5P		89	-0.18003817	-0.8047004	0.79268295	0.79757166	1.0	5916	tags=24%, list=21%, signal=30%	
MIR500A_3P	MIR500A_3P		72	-0.1874157	-0.804009	0.76968503	0.7981402	1.0	8088	tags=35%, list=28%, signal=48%	
MIR3680_5P	MIR3680_5P		30	-0.2425682	-0.80340475	0.7464213	0.7985321	1.0	1851	tags=13%, list=7%, signal=14%	
MIR4521	MIR4521		71	-0.18400922	-0.8025046	0.81504065	0.79937285	1.0	3317	tags=15%, list=12%, signal=17%	
MIR1298_3P	MIR1298_3P		39	-0.20747605	-0.8022217	0.7782516	0.79922706	1.0	6712	tags=28%, list=24%, signal=37%	
MIR4697_3P	MIR4697_3P		109	-0.189615	-0.80024457	0.75101215	0.8021661	1.0	6357	tags=25%, list=22%, signal=32%	
MIR507	MIR507		251	-0.16436397	-0.8002174	0.7199211	0.80155575	1.0	3123	tags=14%, list=11%, signal=16%	
MIR676_3P	MIR676_3P		50	-0.19352572	-0.7968374	0.777551	0.80684805	1.0	2772	tags=12%, list=10%, signal=13%	
MIR320E	MIR320E		70	-0.1974823	-0.79633564	0.72727275	0.8070741	1.0	8664	tags=40%, list=31%, signal=57%	
MIR5586_3P	MIR5586_3P		48	-0.19833758	-0.7954009	0.79837066	0.80803907	1.0	10444	tags=44%, list=37%, signal=69%	
MIR640	MIR640		54	-0.17796125	-0.79519516	0.8044807	0.8077135	1.0	6031	tags=24%, list=21%, signal=31%	
MIR1244	MIR1244		97	-0.19185264	-0.79493475	0.73790324	0.8075077	1.0	4530	tags=23%, list=16%, signal=27%	
MIR769_3P	MIR769_3P		30	-0.21790381	-0.7946402	0.81041664	0.8073624	1.0	2593	tags=17%, list=9%, signal=18%	
MIR497_3P	MIR497_3P		221	-0.18768513	-0.79459536	0.71779144	0.8067925	1.0	6499	tags=27%, list=23%, signal=34%	
MIR3200_5P	MIR3200_5P		69	-0.19890156	-0.79057515	0.74949497	0.8130505	1.0	8020	tags=33%, list=28%, signal=46%	
MIR8062	MIR8062		104	-0.19767673	-0.78910065	0.71694213	0.81496966	1.0	2072	tags=13%, list=7%, signal=13%	
MIR4536_5P	MIR4536_5P		42	-0.22055021	-0.78645444	0.78252035	0.8189535	1.0	9913	tags=43%, list=35%, signal=66%	
MIR500B_5P	MIR500B_5P		53	-0.17140925	-0.78388196	0.86491936	0.8227462	1.0	10274	tags=47%, list=36%, signal=74%	
MIR206	MIR206		353	-0.17811039	-0.78341585	0.71227366	0.8229178	1.0	5908	tags=24%, list=21%, signal=30%	
MIR1914_3P	MIR1914_3P		26	-0.2016016	-0.7824455	0.8480493	0.8238062	1.0	6044	tags=19%, list=21%, signal=24%	
MIR3681_5P	MIR3681_5P		33	-0.23430395	-0.7807975	0.7916667	0.82591516	1.0	11047	tags=64%, list=39%, signal=104%	
MIR711	MIR711		39	-0.18506694	-0.77786815	0.7978261	0.83015007	1.0	1270	tags=8%, list=4%, signal=8%	
MIR4423_3P	MIR4423_3P		126	-0.1795158	-0.77654517	0.7613169	0.83169854	1.0	9842	tags=38%, list=35%, signal=58%	
MIR139_5P	MIR139_5P		160	-0.15322174	-0.77641034	0.8898488	0.8312198	1.0	10617	tags=42%, list=37%, signal=67%	
MIR5190	MIR5190		125	-0.1700141	-0.77612025	0.8109756	0.8310144	1.0	4974	tags=18%, list=18%, signal=22%	
MIR4786_3P	MIR4786_3P		155	-0.15408628	-0.7748431	0.87250996	0.8325433	1.0	9251	tags=35%, list=33%, signal=52%	
MIR6072	MIR6072		75	-0.16923459	-0.7746294	0.840081	0.832248	1.0	7353	tags=27%, list=26%, signal=36%	
MIR5195_3P	MIR5195_3P		301	-0.15553997	-0.7735215	0.80487806	0.83355355	1.0	5804	tags=21%, list=20%, signal=26%	
MIR8078	MIR8078		28	-0.20279239	-0.7729551	0.81386137	0.8338595	1.0	5746	tags=25%, list=20%, signal=31%	
MIR4658	MIR4658		42	-0.22625308	-0.7714092	0.796371	0.8357898	1.0	961	tags=10%, list=3%, signal=10%	
MIR4301	MIR4301		34	-0.1883257	-0.7711947	0.8364389	0.8354928	1.0	6499	tags=26%, list=23%, signal=34%	
MIR3122	MIR3122		62	-0.18941493	-0.7661572	0.8169014	0.84291935	1.0	2265	tags=13%, list=8%, signal=14%	
MIR1255B_2_3P	MIR1255B_2_3P		82	-0.22773668	-0.7660339	0.70408165	0.84243554	1.0	3254	tags=17%, list=11%, signal=19%	
MIR508_3P	MIR508_3P		95	-0.21441801	-0.7657253	0.736	0.8421799	1.0	5586	tags=23%, list=20%, signal=29%	
MIR4639_5P	MIR4639_5P		89	-0.17921534	-0.76510817	0.8506224	0.8424475	1.0	6197	tags=22%, list=22%, signal=29%	
MIR145_5P	MIR145_5P		296	-0.15336002	-0.76352715	0.8333333	0.8440989	1.0	5804	tags=21%, list=20%, signal=26%	
MIR6793_3P	MIR6793_3P		81	-0.16707051	-0.76307535	0.87916666	0.84408754	1.0	4546	tags=19%, list=16%, signal=22%	
MIR4529_5P	MIR4529_5P		48	-0.17724605	-0.76145387	0.8372591	0.8458282	1.0	5252	tags=25%, list=18%, signal=31%	
MIR664A_3P	MIR664A_3P		387	-0.15650165	-0.76140785	0.8205645	0.84522486	1.0	8722	tags=33%, list=31%, signal=47%	
MIR10523_5P	MIR10523_5P		226	-0.15564038	-0.7612136	0.76626015	0.8448448	1.0	7519	tags=27%, list=26%, signal=36%	
MIR6862_5P	MIR6862_5P		47	-0.19475073	-0.75812066	0.7720739	0.8488541	1.0	6100	tags=23%, list=21%, signal=30%	
MIR20B_3P	MIR20B_3P		65	-0.19586572	-0.7560363	0.78	0.8515384	1.0	4338	tags=20%, list=15%, signal=24%	
MIR6858_3P	MIR6858_3P		44	-0.19917218	-0.75240684	0.82077396	0.856359	1.0	5109	tags=25%, list=18%, signal=30%	
MIR6872_3P	MIR6872_3P		66	-0.17639789	-0.7510232	0.9018405	0.857769	1.0	9001	tags=33%, list=32%, signal=49%	
MIR6753_3P	MIR6753_3P		52	-0.19204806	-0.7468673	0.8506876	0.8632277	1.0	6382	tags=25%, list=22%, signal=32%	
MIR4503	MIR4503		261	-0.17009114	-0.7443374	0.78	0.86625886	1.0	6333	tags=25%, list=22%, signal=32%	
MIR7853_5P	MIR7853_5P		216	-0.18876034	-0.7439038	0.750499	0.86620915	1.0	7979	tags=32%, list=28%, signal=44%	
MIR3617_3P	MIR3617_3P		87	-0.16350517	-0.74083817	0.91525424	0.8700701	1.0	5601	tags=21%, list=20%, signal=26%	
MIR1258	MIR1258		58	-0.18108524	-0.74061245	0.876	0.8697085	1.0	7911	tags=33%, list=28%, signal=45%	
MIR494_5P	MIR494_5P		40	-0.19835326	-0.73325443	0.78435516	0.87911767	1.0	6998	tags=35%, list=25%, signal=46%	
MIR561_5P	MIR561_5P		147	-0.16466796	-0.73260427	0.84040403	0.8793745	1.0	5164	tags=18%, list=18%, signal=22%	
MIR892A	MIR892A		114	-0.16980097	-0.730377	0.8871287	0.88168824	1.0	5655	tags=21%, list=20%, signal=26%	
MIR122B_5P	MIR122B_5P		202	-0.16989926	-0.7239254	0.8044355	0.8896783	1.0	5979	tags=23%, list=21%, signal=29%	
MIR105_5P	MIR105_5P		215	-0.18479007	-0.72282964	0.7683168	0.890385	1.0	7979	tags=32%, list=28%, signal=44%	
MIR192_5P	MIR192_5P		35	-0.18698816	-0.7222669	0.852459	0.8904393	1.0	7436	tags=31%, list=26%, signal=43%	
MIR3167	MIR3167		102	-0.16469927	-0.71974367	0.8907563	0.8930032	1.0	11354	tags=51%, list=40%, signal=85%	
MIR6870_3P	MIR6870_3P		43	-0.18646912	-0.71460396	0.83435583	0.8987327	1.0	11679	tags=51%, list=41%, signal=87%	
MIR8079	MIR8079		32	-0.18792973	-0.7076534	0.8577236	0.9065366	1.0	7345	tags=28%, list=26%, signal=38%	
MIR3923	MIR3923		46	-0.18832955	-0.7073166	0.88142294	0.9062107	1.0	6094	tags=24%, list=21%, signal=30%	
MIR4694_5P	MIR4694_5P		38	-0.18061458	-0.70473635	0.85504204	0.90851873	1.0	7911	tags=32%, list=28%, signal=44%	
MIR6079	MIR6079		135	-0.14514582	-0.70176685	0.92	0.9111829	1.0	7447	tags=27%, list=26%, signal=36%	
MIR876_5P	MIR876_5P		128	-0.15920821	-0.6945929	0.8783505	0.9186787	1.0	5386	tags=20%, list=19%, signal=25%	
MIR34B_3P	MIR34B_3P		107	-0.15346327	-0.69311416	0.8258317	0.9195904	1.0	7624	tags=25%, list=27%, signal=34%	
MIR3130_3P	MIR3130_3P		48	-0.1881815	-0.692986	0.87349397	0.9189975	1.0	1380	tags=8%, list=5%, signal=9%	
MIR6808_3P	MIR6808_3P		39	-0.18104634	-0.6872463	0.8943089	0.92438173	1.0	7065	tags=31%, list=25%, signal=41%	
MIR1911_3P	MIR1911_3P		42	-0.15915088	-0.6774486	0.96043956	0.9334253	1.0	8600	tags=29%, list=30%, signal=41%	
MIR8070	MIR8070		129	-0.16443151	-0.6743012	0.93562233	0.9357582	1.0	6343	tags=24%, list=22%, signal=31%	
MIR215_5P	MIR215_5P		37	-0.17314082	-0.6732627	0.90224034	0.93591213	1.0	7436	tags=30%, list=26%, signal=40%	
MIR1237_5P_MIR4488	MIR1237_5P_MIR4488		15	-0.21893631	-0.6658744	0.86836517	0.94203	1.0	8921	tags=47%, list=31%, signal=68%	
MIR3171	MIR3171		72	-0.16824147	-0.6637752	0.8528226	0.9430053	1.0	2808	tags=11%, list=10%, signal=12%	
MIR6883_3P	MIR6883_3P		59	-0.16064325	-0.6575704	0.9447983	0.9474809	1.0	7350	tags=29%, list=26%, signal=39%	
MIR4432	MIR4432		66	-0.1668702	-0.6551583	0.972	0.9486673	1.0	5942	tags=23%, list=21%, signal=29%	
MIR4482_5P	MIR4482_5P		40	-0.19852702	-0.6533548	0.8852459	0.9493118	1.0	5136	tags=20%, list=18%, signal=24%	
MIR5691_MIR6805_3P	MIR5691_MIR6805_3P		142	-0.14947173	-0.6486375	0.95296526	0.9521959	1.0	7367	tags=27%, list=26%, signal=36%	
MIR649	MIR649		68	-0.17672922	-0.6467767	0.862	0.95293134	1.0	7197	tags=28%, list=25%, signal=37%	
MIR4781_3P	MIR4781_3P		36	-0.18545361	-0.64281225	0.9163347	0.95489955	1.0	4263	tags=19%, list=15%, signal=23%	
MIR936	MIR936		130	-0.13799027	-0.6278861	0.9814433	0.9638543	1.0	10591	tags=36%, list=37%, signal=57%	
MIR6895_5P	MIR6895_5P		45	-0.15137525	-0.6194232	0.9517103	0.96815187	1.0	9944	tags=42%, list=35%, signal=65%	
MIR554	MIR554		21	-0.18006165	-0.602226	0.96311474	0.97615623	1.0	10126	tags=38%, list=36%, signal=59%	
MIR625_3P	MIR625_3P		49	-0.14243646	-0.5835197	0.96066254	0.98303485	1.0	11302	tags=39%, list=40%, signal=64%	
MIR7106_3P	MIR7106_3P		39	-0.13981664	-0.57263345	0.9577465	0.9857535	1.0	5528	tags=18%, list=19%, signal=22%	
MIR7975	MIR7975		43	-0.16016415	-0.5446079	0.95051545	0.9919844	1.0	6076	tags=19%, list=21%, signal=24%	
MIR483_3P	MIR483_3P		54	-0.12400557	-0.48473307	0.99007934	0.998636	1.0	2803	tags=9%, list=10%, signal=10%	
MIR6819_3P	MIR6819_3P		33	-0.13358621	-0.46971864	0.9814815	0.99884385	1.0	8907	tags=27%, list=31%, signal=40%	
MIR6877_3P	MIR6877_3P		32	-0.13457502	-0.4653363	0.9755102	0.9982629	1.0	8907	tags=28%, list=31%, signal=41%	
